dataset,quarantine_reason,flight_id,airline,source,destination,departure_time,arrival_time,flight_id_raw,duration_raw,flight_id_valid_flag,arrival_time_adjusted,overnight_flag,duration_minutes,duration_anomaly_flag,booking_id,booking_date,status,status_valid_flag
flights,invalid flight ID or duration anomaly,6F086,IndiGo,MAA,HYD,2026-04-20 20:23:41.702,2026-04-20 21:00:41.702,6F086,,False,2026-04-20 21:00:41.702,False,37.0,False,,,,
flights,invalid flight ID or duration anomaly,6F114,IndiGo,BOM,MAA,2026-04-20 20:10:41.702,2026-04-20 21:00:41.702,6F114,,False,2026-04-20 21:00:41.702,False,50.0,False,,,,
flights,invalid flight ID or duration anomaly,6F190,IndiGo,DEL,MAA,2026-04-20 20:02:41.703,2026-04-21 00:36:41.703,6F190,,False,2026-04-21 00:36:41.703,True,274.0,False,,,,
flights,invalid flight ID or duration anomaly,6F028,IndiGo,HYD,CCU,2026-04-20 19:49:41.701,2026-04-20 21:49:41.701,6F028,,False,2026-04-20 21:49:41.701,False,120.0,False,,,,
flights,invalid flight ID or duration anomaly,6F151,IndiGo,CCU,HYD,2026-04-20 19:44:41.703,2026-04-20 22:04:41.703,6F151,,False,2026-04-20 22:04:41.703,False,140.0,False,,,,
flights,invalid flight ID or duration anomaly,6F270,Unknown,HYD,MAA,2026-04-20 18:14:41.701,2026-04-20 19:02:41.701,6F270,,False,2026-04-20 19:02:41.701,False,48.0,False,,,,
flights,invalid flight ID or duration anomaly,6F012,IndiGo,CCU,HYD,2026-04-20 18:06:41.701,2026-04-20 21:31:41.701,6F012,,False,2026-04-20 21:31:41.701,False,205.0,False,,,,
flights,invalid flight ID or duration anomaly,6F149,IndiGo,BLR,CCU,2026-04-20 17:57:41.703,2026-04-20 20:42:41.703,6F149,,False,2026-04-20 20:42:41.703,False,165.0,False,,,,
flights,invalid flight ID or duration anomaly,6F043,IndiGo,BOM,HYD,2026-04-20 17:17:41.701,2026-04-20 18:43:41.701,6F043,,False,2026-04-20 18:43:41.701,False,86.0,False,,,,
flights,invalid flight ID or duration anomaly,6F194,IndiGo,BOM,CCU,2026-04-20 16:29:41.703,2026-04-20 18:27:41.703,6F194,,False,2026-04-20 18:27:41.703,False,118.0,False,,,,
flights,invalid flight ID or duration anomaly,6F097,IndiGo,BLR,BOM,2026-04-20 15:32:41.702,2026-04-20 16:49:41.702,6F097,,False,2026-04-20 16:49:41.702,False,77.0,False,,,,
flights,invalid flight ID or duration anomaly,6F123,IndiGo,DEL,HYD,2026-04-20 15:26:41.702,2026-04-20 17:12:41.702,6F123,,False,2026-04-20 17:12:41.702,False,106.0,False,,,,
flights,invalid flight ID or duration anomaly,6F017,IndiGo,CCU,BOM,2026-04-20 15:25:41.701,2026-04-20 18:06:41.701,6F017,,False,2026-04-20 18:06:41.701,False,161.0,False,,,,
flights,invalid flight ID or duration anomaly,6F245,IndiGo,CCU,BOM,2026-04-20 15:25:41.701,2026-04-20 18:06:41.701,6F245,,False,2026-04-20 18:06:41.701,False,161.0,False,,,,
flights,invalid flight ID or duration anomaly,6F180,IndiGo,MAA,BLR,2026-04-20 15:24:41.703,2026-04-20 19:48:41.703,6F180,,False,2026-04-20 19:48:41.703,False,264.0,False,,,,
flights,invalid flight ID or duration anomaly,6F152,IndiGo,CCU,DEL,2026-04-20 15:21:41.703,2026-04-20 17:25:41.703,6F152,,False,2026-04-20 17:25:41.703,False,124.0,False,,,,
flights,invalid flight ID or duration anomaly,6F188,IndiGo,DEL,HYD,2026-04-20 14:57:41.703,2026-04-20 19:39:41.703,6F188,,False,2026-04-20 19:39:41.703,False,282.0,False,,,,
flights,invalid flight ID or duration anomaly,6F181,IndiGo,BOM,MAA,2026-04-20 14:55:41.703,2026-04-20 16:43:41.703,6F181,,False,2026-04-20 16:43:41.703,False,108.0,False,,,,
flights,invalid flight ID or duration anomaly,6F077,IndiGo,CCU,DEL,2026-04-20 14:55:41.702,2026-04-20 19:13:41.702,6F077,,False,2026-04-20 19:13:41.702,False,258.0,False,,,,
flights,invalid flight ID or duration anomaly,6F191,IndiGo,BLR,DEL,2026-04-20 14:41:41.703,2026-04-20 15:11:41.703,6F191,,False,2026-04-20 15:11:41.703,False,30.0,False,,,,
flights,invalid flight ID or duration anomaly,6F261,Unknown,CCU,DEL,2026-04-20 14:31:41.703,2026-04-20 17:29:41.703,6F261,,False,2026-04-20 17:29:41.703,False,178.0,False,,,,
flights,invalid flight ID or duration anomaly,6F129,IndiGo,DEL,CCU,2026-04-20 14:28:41.702,2026-04-20 16:47:41.702,6F129,,False,2026-04-20 16:47:41.702,False,139.0,False,,,,
flights,invalid flight ID or duration anomaly,6F254,Unknown,MAA,BLR,2026-04-20 14:26:41.703,2026-04-20 18:01:41.703,6F254,,False,2026-04-20 18:01:41.703,False,215.0,False,,,,
flights,invalid flight ID or duration anomaly,6F030,IndiGo,BOM,DEL,2026-04-20 14:20:41.701,2026-04-20 17:10:41.701,6F030,,False,2026-04-20 17:10:41.701,False,170.0,False,,,,
flights,invalid flight ID or duration anomaly,6F259,Unknown,BOM,DEL,2026-04-20 14:10:41.703,2026-04-20 15:21:41.703,6F259,,False,2026-04-20 15:21:41.703,False,71.0,False,,,,
flights,invalid flight ID or duration anomaly,6F051,IndiGo,BLR,BOM,2026-04-20 13:58:41.701,2026-04-20 15:58:41.701,6F051,,False,2026-04-20 15:58:41.701,False,120.0,False,,,,
flights,invalid flight ID or duration anomaly,6F146,IndiGo,HYD,MAA,2026-04-20 13:51:41.703,2026-04-20 15:07:41.703,6F146,,False,2026-04-20 15:07:41.703,False,76.0,False,,,,
flights,invalid flight ID or duration anomaly,6F047,IndiGo,MAA,DEL,2026-04-20 13:50:41.701,2026-04-20 15:55:41.701,6F047,,False,2026-04-20 15:55:41.701,False,125.0,False,,,,
flights,invalid flight ID or duration anomaly,6F229,IndiGo,MAA,DEL,2026-04-20 13:10:41.704,2026-04-20 14:30:41.704,6F229,,False,2026-04-20 14:30:41.704,False,80.0,False,,,,
flights,invalid flight ID or duration anomaly,6F184,IndiGo,MAA,BOM,2026-04-20 13:05:41.703,2026-04-20 16:04:41.703,6F184,,False,2026-04-20 16:04:41.703,False,179.0,False,,,,
flights,invalid flight ID or duration anomaly,6F168,IndiGo,HYD,DEL,2026-04-20 12:18:41.703,2026-04-20 15:58:41.703,6F168,,False,2026-04-20 15:58:41.703,False,220.0,False,,,,
flights,invalid flight ID or duration anomaly,6F255,Unknown,DEL,BOM,2026-04-20 11:59:41.703,2026-04-20 15:33:41.703,6F255,,False,2026-04-20 15:33:41.703,False,214.0,False,,,,
flights,invalid flight ID or duration anomaly,6F158,IndiGo,CCU,MAA,2026-04-20 11:58:41.703,2026-04-20 16:04:41.703,6F158,,False,2026-04-20 16:04:41.703,False,246.0,False,,,,
flights,invalid flight ID or duration anomaly,6F034,IndiGo,BOM,DEL,2026-04-20 11:53:41.701,2026-04-20 12:49:41.701,6F034,,False,2026-04-20 12:49:41.701,False,56.0,False,,,,
flights,invalid flight ID or duration anomaly,6F105,IndiGo,BLR,BOM,2026-04-20 11:46:41.702,2026-04-20 12:58:41.702,6F105,,False,2026-04-20 12:58:41.702,False,72.0,False,,,,
flights,invalid flight ID or duration anomaly,6F073,IndiGo,DEL,CCU,2026-04-20 11:38:41.702,2026-04-20 15:18:41.702,6F073,,False,2026-04-20 15:18:41.702,False,220.0,False,,,,
flights,invalid flight ID or duration anomaly,6F234,IndiGo,BOM,DEL,2026-04-20 11:20:41.704,2026-04-20 14:11:41.704,6F234,,False,2026-04-20 14:11:41.704,False,171.0,False,,,,
flights,invalid flight ID or duration anomaly,6F068,IndiGo,BLR,HYD,2026-04-20 11:17:41.701,2026-04-20 15:06:41.701,6F068,,False,2026-04-20 15:06:41.701,False,229.0,False,,,,
flights,invalid flight ID or duration anomaly,6F074,IndiGo,HYD,BOM,2026-04-20 11:09:41.702,2026-04-20 14:29:41.702,6F074,,False,2026-04-20 14:29:41.702,False,200.0,False,,,,
flights,invalid flight ID or duration anomaly,6F018,IndiGo,DEL,BLR,2026-04-20 10:57:41.701,2026-04-20 11:43:41.701,6F018,,False,2026-04-20 11:43:41.701,False,46.0,False,,,,
flights,invalid flight ID or duration anomaly,6F232,IndiGo,MAA,BLR,2026-04-20 10:39:41.704,2026-04-20 12:22:41.704,6F232,,False,2026-04-20 12:22:41.704,False,103.0,False,,,,
flights,invalid flight ID or duration anomaly,6F084,IndiGo,CCU,HYD,2026-04-20 10:34:41.702,2026-04-20 11:34:42.000,6F084,,False,2026-04-20 11:34:42.000,False,60.00496666666666,False,,,,
flights,invalid flight ID or duration anomaly,6F091,IndiGo,BLR,CCU,2026-04-20 10:10:41.702,2026-04-20 11:36:41.702,6F091,,False,2026-04-20 11:36:41.702,False,86.0,False,,,,
flights,invalid flight ID or duration anomaly,6F049,IndiGo,HYD,DEL,2026-04-20 10:00:41.701,2026-04-20 13:13:41.701,6F049,,False,2026-04-20 13:13:41.701,False,193.0,False,,,,
flights,invalid flight ID or duration anomaly,6F209,IndiGo,MAA,CCU,2026-04-20 08:40:41.703,2026-04-20 13:40:41.703,6F209,,False,2026-04-20 13:40:41.703,False,300.0,False,,,,
flights,invalid flight ID or duration anomaly,6F092,IndiGo,MAA,BLR,2026-04-20 08:39:41.702,2026-04-20 09:15:41.702,6F092,,False,2026-04-20 09:15:41.702,False,36.0,False,,,,
flights,invalid flight ID or duration anomaly,6F238,IndiGo,BOM,DEL,2026-04-20 08:31:41.704,2026-04-20 09:19:41.704,6F238,,False,2026-04-20 09:19:41.704,False,48.0,False,,,,
flights,invalid flight ID or duration anomaly,6F126,IndiGo,CCU,MAA,2026-04-20 08:21:41.702,2026-04-20 09:39:41.702,6F126,,False,2026-04-20 09:39:41.702,False,78.0,False,,,,
flights,invalid flight ID or duration anomaly,6F029,IndiGo,BOM,BLR,2026-04-20 07:31:41.701,2026-04-20 11:45:41.701,6F029,,False,2026-04-20 11:45:41.701,False,254.0,False,,,,
flights,invalid flight ID or duration anomaly,6F056,IndiGo,BOM,MAA,2026-04-20 07:00:41.701,2026-04-20 08:49:41.701,6F056,,False,2026-04-20 08:49:41.701,False,109.0,False,,,,
flights,invalid flight ID or duration anomaly,6F083,IndiGo,BLR,DEL,2026-04-20 05:24:41.702,2026-04-20 06:03:41.702,6F083,,False,2026-04-20 06:03:41.702,False,39.0,False,,,,
flights,invalid flight ID or duration anomaly,6F178,IndiGo,BOM,CCU,2026-04-20 04:48:41.703,2026-04-20 09:11:41.703,6F178,,False,2026-04-20 09:11:41.703,False,263.0,False,,,,
flights,invalid flight ID or duration anomaly,6F133,IndiGo,MAA,BLR,2026-04-20 04:38:41.702,2026-04-20 06:25:41.702,6F133,,False,2026-04-20 06:25:41.702,False,107.0,False,,,,
flights,invalid flight ID or duration anomaly,6F230,IndiGo,CCU,BLR,2026-04-20 03:34:41.704,2026-04-20 06:47:41.704,6F230,,False,2026-04-20 06:47:41.704,False,193.0,False,,,,
flights,invalid flight ID or duration anomaly,6F169,IndiGo,BOM,DEL,2026-04-20 03:27:41.703,2026-04-20 08:06:41.703,6F169,,False,2026-04-20 08:06:41.703,False,279.0,False,,,,
flights,invalid flight ID or duration anomaly,6F250,Unknown,DEL,BLR,2026-04-20 03:26:41.701,2026-04-20 07:30:41.701,6F250,,False,2026-04-20 07:30:41.701,False,244.0,False,,,,
flights,invalid flight ID or duration anomaly,6F187,IndiGo,BOM,MAA,2026-04-20 03:19:41.703,2026-04-20 07:37:41.703,6F187,,False,2026-04-20 07:37:41.703,False,258.0,False,,,,
flights,invalid flight ID or duration anomaly,6F179,IndiGo,HYD,MAA,2026-04-20 02:25:41.703,2026-04-20 06:40:41.703,6F179,,False,2026-04-20 06:40:41.703,False,255.0,False,,,,
flights,invalid flight ID or duration anomaly,6F156,IndiGo,MAA,BOM,2026-04-20 02:23:41.703,2026-04-20 04:57:41.703,6F156,,False,2026-04-20 04:57:41.703,False,154.0,False,,,,
flights,invalid flight ID or duration anomaly,6F250,Unknown,CCU,BLR,2026-04-20 02:23:41.702,2026-04-20 02:56:41.702,6F250,,False,2026-04-20 02:56:41.702,False,33.0,False,,,,
flights,invalid flight ID or duration anomaly,6F036,IndiGo,CCU,BLR,2026-04-20 02:14:41.701,2026-04-20 06:57:41.701,6F036,,False,2026-04-20 06:57:41.701,False,283.0,False,,,,
flights,invalid flight ID or duration anomaly,6F201,IndiGo,CCU,BOM,2026-04-20 02:09:41.703,2026-04-20 06:49:41.703,6F201,,False,2026-04-20 06:49:41.703,False,280.0,False,,,,
flights,invalid flight ID or duration anomaly,6F143,IndiGo,CCU,DEL,2026-04-20 02:09:41.702,2026-04-20 06:08:41.702,6F143,,False,2026-04-20 06:08:41.702,False,239.0,False,,,,
flights,invalid flight ID or duration anomaly,6F177,IndiGo,HYD,MAA,2026-04-20 02:03:41.703,2026-04-20 04:25:41.703,6F177,,False,2026-04-20 04:25:41.703,False,142.0,False,,,,
flights,invalid flight ID or duration anomaly,6F031,IndiGo,BOM,BLR,2026-04-20 02:00:41.701,2026-04-20 06:37:41.701,6F031,,False,2026-04-20 06:37:41.701,False,277.0,False,,,,
flights,invalid flight ID or duration anomaly,6F122,IndiGo,DEL,BLR,2026-04-20 01:44:41.702,2026-04-20 05:28:41.702,6F122,,False,2026-04-20 05:28:41.702,False,224.0,False,,,,
flights,invalid flight ID or duration anomaly,6F046,IndiGo,DEL,BLR,2026-04-20 01:27:41.701,2026-04-20 05:08:41.701,6F046,,False,2026-04-20 05:08:41.701,False,221.0,False,,,,
flights,invalid flight ID or duration anomaly,6F058,IndiGo,BOM,CCU,2026-04-20 01:04:41.701,2026-04-20 03:33:41.701,6F058,,False,2026-04-20 03:33:41.701,False,149.0,False,,,,
flights,invalid flight ID or duration anomaly,6F193,IndiGo,BOM,MAA,2026-04-20 00:34:41.703,2026-04-20 02:32:41.703,6F193,,False,2026-04-20 02:32:41.703,False,118.0,False,,,,
flights,invalid flight ID or duration anomaly,6F019,IndiGo,BLR,BOM,2026-04-20 00:19:41.701,2026-04-20 04:14:41.701,6F019,,False,2026-04-20 04:14:41.701,False,235.0,False,,,,
flights,invalid flight ID or duration anomaly,6F166,IndiGo,BOM,CCU,2026-04-20 00:03:41.703,2026-04-20 04:33:41.703,6F166,,False,2026-04-20 04:33:41.703,False,270.0,False,,,,
flights,invalid flight ID or duration anomaly,6F010,IndiGo,DEL,BLR,2026-04-19 23:53:41.701,2026-04-20 03:44:41.701,6F010,,False,2026-04-20 03:44:41.701,True,231.0,False,,,,
flights,invalid flight ID or duration anomaly,6F272,Unknown,HYD,MAA,2026-04-19 23:35:41.702,2026-04-20 00:22:41.702,6F272,,False,2026-04-20 00:22:41.702,True,47.0,False,,,,
flights,invalid flight ID or duration anomaly,6F070,IndiGo,HYD,DEL,2026-04-19 23:23:41.701,2026-04-20 02:24:41.701,6F070,,False,2026-04-20 02:24:41.701,True,181.0,False,,,,
flights,invalid flight ID or duration anomaly,6F075,IndiGo,BOM,CCU,2026-04-19 22:20:41.702,2026-04-20 03:02:41.702,6F075,,False,2026-04-20 03:02:41.702,True,282.0,False,,,,
flights,invalid flight ID or duration anomaly,6F078,IndiGo,BOM,CCU,2026-04-19 22:04:41.702,2026-04-19 23:37:41.702,6F078,,False,2026-04-19 23:37:41.702,False,93.0,False,,,,
flights,invalid flight ID or duration anomaly,6F260,Unknown,CCU,DEL,2026-04-19 21:51:41.702,2026-04-20 01:14:41.702,6F260,,False,2026-04-20 01:14:41.702,True,203.0,False,,,,
flights,invalid flight ID or duration anomaly,6F022,IndiGo,MAA,BLR,2026-04-19 21:46:41.701,2026-04-20 02:05:41.701,6F022,,False,2026-04-20 02:05:41.701,True,259.0,False,,,,
flights,invalid flight ID or duration anomaly,6F237,IndiGo,HYD,MAA,2026-04-19 21:41:41.704,2026-04-20 00:44:41.704,6F237,,False,2026-04-20 00:44:41.704,True,183.0,False,,,,
flights,invalid flight ID or duration anomaly,6F113,IndiGo,BOM,CCU,2026-04-19 21:04:41.702,2026-04-20 01:30:41.702,6F113,,False,2026-04-20 01:30:41.702,True,266.0,False,,,,
flights,invalid flight ID or duration anomaly,6F112,IndiGo,HYD,DEL,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,6F112,,False,2026-04-19 23:16:41.702,False,136.0,False,,,,
flights,invalid flight ID or duration anomaly,6F246,IndiGo,HYD,DEL,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,6F246,,False,2026-04-19 23:16:41.702,False,136.0,False,,,,
flights,invalid flight ID or duration anomaly,6F176,IndiGo,CCU,DEL,2026-04-19 20:23:42.000,2026-04-19 23:23:42.000,6F176,,False,2026-04-19 23:23:42.000,False,180.0,False,,,,
flights,invalid flight ID or duration anomaly,6F148,IndiGo,CCU,BOM,2026-04-19 20:23:41.703,2026-04-19 22:30:41.703,6F148,,False,2026-04-19 22:30:41.703,False,127.0,False,,,,
flights,invalid flight ID or duration anomaly,6F202,IndiGo,HYD,BLR,2026-04-19 20:18:41.703,2026-04-19 23:48:41.703,6F202,,False,2026-04-19 23:48:41.703,False,210.0,False,,,,
flights,invalid flight ID or duration anomaly,6F071,IndiGo,DEL,CCU,2026-04-19 20:18:41.702,2026-04-20 00:31:41.702,6F071,,False,2026-04-20 00:31:41.702,True,253.0,False,,,,
flights,invalid flight ID or duration anomaly,6F003,IndiGo,HYD,BOM,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,6F003,,False,2026-04-19 23:13:41.700,False,187.0,False,,,,
flights,invalid flight ID or duration anomaly,6F249,IndiGo,HYD,BOM,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,6F249,,False,2026-04-19 23:13:41.700,False,187.0,False,,,,
flights,invalid flight ID or duration anomaly,6F118,IndiGo,CCU,HYD,2026-04-19 19:52:41.702,2026-04-19 21:01:41.702,6F118,,False,2026-04-19 21:01:41.702,False,69.0,False,,,,
flights,invalid flight ID or duration anomaly,6F014,IndiGo,DEL,MAA,2026-04-19 19:42:41.701,2026-04-19 23:15:41.701,6F014,,False,2026-04-19 23:15:41.701,False,213.0,False,,,,
flights,invalid flight ID or duration anomaly,6F065,IndiGo,MAA,BLR,2026-04-19 19:40:41.701,2026-04-19 22:23:41.701,6F065,,False,2026-04-19 22:23:41.701,False,163.0,False,,,,
flights,invalid flight ID or duration anomaly,6F271,Unknown,HYD,MAA,2026-04-19 19:33:41.702,2026-04-19 22:52:41.702,6F271,,False,2026-04-19 22:52:41.702,False,199.0,False,,,,
flights,invalid flight ID or duration anomaly,6F007,IndiGo,HYD,MAA,2026-04-19 18:55:41.701,2026-04-19 19:54:41.701,6F007,,False,2026-04-19 19:54:41.701,False,59.0,False,,,,
flights,invalid flight ID or duration anomaly,6F256,Unknown,BOM,CCU,2026-04-19 18:40:41.702,2026-04-19 19:13:41.702,6F256,,False,2026-04-19 19:13:41.702,False,33.0,False,,,,
flights,invalid flight ID or duration anomaly,6F127,IndiGo,HYD,BOM,2026-04-19 18:27:41.702,2026-04-19 22:28:41.702,6F127,,False,2026-04-19 22:28:41.702,False,241.0,False,,,,
flights,invalid flight ID or duration anomaly,6F085,IndiGo,HYD,MAA,2026-04-19 17:32:41.702,2026-04-19 19:32:42.000,6F085,,False,2026-04-19 19:32:42.000,False,120.00496666666666,False,,,,
flights,invalid flight ID or duration anomaly,6F125,IndiGo,BOM,CCU,2026-04-19 17:09:41.702,2026-04-19 21:13:41.702,6F125,,False,2026-04-19 21:13:41.702,False,244.0,False,,,,
flights,invalid flight ID or duration anomaly,6F128,IndiGo,HYD,DEL,2026-04-19 16:56:41.702,2026-04-19 18:03:41.702,6F128,,False,2026-04-19 18:03:41.702,False,67.0,False,,,,
flights,invalid flight ID or duration anomaly,6F224,IndiGo,DEL,MAA,2026-04-19 16:53:41.704,2026-04-19 18:52:41.704,6F224,,False,2026-04-19 18:52:41.704,False,119.0,False,,,,
flights,invalid flight ID or duration anomaly,6F206,IndiGo,DEL,BOM,2026-04-19 16:39:41.703,2026-04-19 20:59:41.703,6F206,,False,2026-04-19 20:59:41.703,False,260.0,False,,,,
flights,invalid flight ID or duration anomaly,6F140,IndiGo,CCU,HYD,2026-04-19 16:30:41.702,2026-04-19 18:21:41.702,6F140,,False,2026-04-19 18:21:41.702,False,111.0,False,,,,
flights,invalid flight ID or duration anomaly,6F253,Unknown,MAA,BLR,2026-04-19 16:26:41.703,2026-04-19 18:24:41.703,6F253,,False,2026-04-19 18:24:41.703,False,118.0,False,,,,
flights,invalid flight ID or duration anomaly,6F038,IndiGo,HYD,MAA,2026-04-19 15:36:41.701,2026-04-19 19:33:41.701,6F038,,False,2026-04-19 19:33:41.701,False,237.0,False,,,,
flights,invalid flight ID or duration anomaly,6F199,IndiGo,DEL,MAA,2026-04-19 15:15:41.703,2026-04-19 17:32:41.703,6F199,,False,2026-04-19 17:32:41.703,False,137.0,False,,,,
flights,invalid flight ID or duration anomaly,6F020,IndiGo,BOM,HYD,2026-04-19 14:58:41.701,2026-04-19 16:43:41.701,6F020,,False,2026-04-19 16:43:41.701,False,105.0,False,,,,
flights,invalid flight ID or duration anomaly,6F041,IndiGo,MAA,BOM,2026-04-19 13:19:41.701,2026-04-19 16:48:41.701,6F041,,False,2026-04-19 16:48:41.701,False,209.0,False,,,,
flights,invalid flight ID or duration anomaly,6F175,IndiGo,MAA,CCU,2026-04-19 13:18:41.703,2026-04-19 15:13:41.703,6F175,,False,2026-04-19 15:13:41.703,False,115.0,False,,,,
flights,invalid flight ID or duration anomaly,6F013,IndiGo,BOM,CCU,2026-04-19 13:15:41.701,2026-04-19 18:05:41.701,6F013,,False,2026-04-19 18:05:41.701,False,290.0,False,,,,
flights,invalid flight ID or duration anomaly,6F135,IndiGo,MAA,HYD,2026-04-19 12:59:41.702,2026-04-19 13:45:41.702,6F135,,False,2026-04-19 13:45:41.702,False,46.0,False,,,,
flights,invalid flight ID or duration anomaly,6F150,IndiGo,HYD,MAA,2026-04-19 12:55:41.703,2026-04-19 16:53:41.703,6F150,,False,2026-04-19 16:53:41.703,False,238.0,False,,,,
flights,invalid flight ID or duration anomaly,6F134,IndiGo,BLR,MAA,2026-04-19 12:47:41.702,2026-04-19 14:06:41.702,6F134,,False,2026-04-19 14:06:41.702,False,79.0,False,,,,
flights,invalid flight ID or duration anomaly,6F132,IndiGo,MAA,BOM,2026-04-19 12:00:41.702,2026-04-19 13:00:42.000,6F132,,False,2026-04-19 13:00:42.000,False,60.00496666666666,False,,,,
flights,invalid flight ID or duration anomaly,6F001,IndiGo,HYD,BOM,2026-04-19 11:33:41.700,2026-04-19 13:08:41.700,6F001,,False,2026-04-19 13:08:41.700,False,95.0,False,,,,
flights,invalid flight ID or duration anomaly,6F211,IndiGo,MAA,BLR,2026-04-19 11:29:41.703,2026-04-19 16:20:41.703,6F211,,False,2026-04-19 16:20:41.703,False,291.0,False,,,,
flights,invalid flight ID or duration anomaly,6F235,IndiGo,HYD,MAA,2026-04-19 11:06:41.704,2026-04-19 13:51:41.704,6F235,,False,2026-04-19 13:51:41.704,False,165.0,False,,,,
flights,invalid flight ID or duration anomaly,6F005,IndiGo,BOM,MAA,2026-04-19 11:04:41.701,2026-04-19 15:27:41.701,6F005,,False,2026-04-19 15:27:41.701,False,263.0,False,,,,
flights,invalid flight ID or duration anomaly,6F219,IndiGo,MAA,DEL,2026-04-19 10:32:41.704,2026-04-19 14:37:41.704,6F219,,False,2026-04-19 14:37:41.704,False,245.0,False,,,,
flights,invalid flight ID or duration anomaly,6F220,IndiGo,HYD,BOM,2026-04-19 10:27:41.704,2026-04-19 11:25:41.704,6F220,,False,2026-04-19 11:25:41.704,False,58.0,False,,,,
flights,invalid flight ID or duration anomaly,6F098,IndiGo,BLR,MAA,2026-04-19 10:18:41.702,2026-04-19 12:49:41.702,6F098,,False,2026-04-19 12:49:41.702,False,151.0,False,,,,
flights,invalid flight ID or duration anomaly,6F172,IndiGo,BOM,BLR,2026-04-19 09:53:41.703,2026-04-19 14:46:41.703,6F172,,False,2026-04-19 14:46:41.703,False,293.0,False,,,,
flights,invalid flight ID or duration anomaly,6F243,IndiGo,BOM,HYD,2026-04-19 09:37:41.704,2026-04-19 10:33:41.704,6F243,,False,2026-04-19 10:33:41.704,False,56.0,False,,,,
flights,invalid flight ID or duration anomaly,6F052,IndiGo,BOM,CCU,2026-04-19 09:13:41.701,2026-04-19 12:02:41.701,6F052,,False,2026-04-19 12:02:41.701,False,169.0,False,,,,
flights,invalid flight ID or duration anomaly,6F094,IndiGo,BLR,BOM,2026-04-19 07:37:41.702,2026-04-19 09:06:41.702,6F094,,False,2026-04-19 09:06:41.702,False,89.0,False,,,,
flights,invalid flight ID or duration anomaly,6F024,IndiGo,BOM,DEL,2026-04-19 07:31:41.701,2026-04-19 11:17:41.701,6F024,,False,2026-04-19 11:17:41.701,False,226.0,False,,,,
flights,invalid flight ID or duration anomaly,6F061,IndiGo,MAA,BOM,2026-04-19 07:28:41.701,2026-04-19 08:09:41.701,6F061,,False,2026-04-19 08:09:41.701,False,41.0,False,,,,
flights,invalid flight ID or duration anomaly,6F263,Unknown,DEL,HYD,2026-04-19 07:07:41.703,2026-04-19 08:30:41.703,6F263,,False,2026-04-19 08:30:41.703,False,83.0,False,,,,
flights,invalid flight ID or duration anomaly,6F163,IndiGo,MAA,BOM,2026-04-19 06:49:41.703,2026-04-19 10:46:41.703,6F163,,False,2026-04-19 10:46:41.703,False,237.0,False,,,,
